ID,Y,filename,sex,age,age_years,corpus,group,child_TNW,child_TNS,examiner_TNW,freq_ttr,r_2_i_verbs,mor_words,num_pos_tags,n_dos,repetition,retracing,fillers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,word_errors,,,,,,,,,total_error
396,1,10y55713tx-l.cha,female,126,10.5,Gillam,SLI,266,31,25,0.414,0.28125,237,33,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,21
397,1,10y55718tx-l.cha,female,120,10,Gillam,SLI,248,30,15,0.461,0.352941177,165,41,0,6,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,41
398,1,10y55736fl.cha,male,123,10.25,Gillam,SLI,245,34,16,0.409,0.52631579,220,32,0,1,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,26
399,1,11y54941co-l.cha,male,138,11.5,Gillam,SLI,405,47,7,0.377,0.224489796,355,43,1,3,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,27
400,1,5y54946co-l.cha,male,65,5.416666667,Gillam,SLI,101,33,118,0.476,0.153846154,82,23,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,32
401,1,5y55694il-l.cha,female,65,5.416666667,Gillam,SLI,130,29,44,0.588,2.5,68,30,2,1,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,15
402,1,5y55697il-l.cha,female,71,5.916666667,Gillam,SLI,137,24,82,0.595,1,79,31,0,2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,60
403,1,5y55720tx-l.cha,female,64,5.333333333,Gillam,SLI,132,19,30,0.55,0.833333333,80,26,1,6,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,14
404,1,5y55740fl-l.cha,female,62,5.166666667,Gillam,SLI,78,31,114,0.737,1.571428571,57,25,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22
405,1,6y54916co-l.cha,male,79,6.583333333,Gillam,SLI,256,35,14,0.423,0.823529412,201,30,0,5,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,23
406,1,6y54917co-l.cha,female,72,6,Gillam,SLI,119,18,17,0.4,0.285714286,120,27,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18
407,1,6y54925co-l.cha,male,77,6.416666667,Gillam,SLI,236,33,61,0.475,1.176470588,221,35,0,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,42
408,1,6y55692il-l.cha,male,73,6.083333333,Gillam,SLI,69,15,42,0.54,0.285714286,63,19,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,32
409,1,6y55696il-l.cha,male,71,5.916666667,Gillam,SLI,100,15,21,0.522,0.555555556,90,27,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,16
410,1,6y57222ks-l.cha,female,73,6.083333333,Gillam,SLI,65,20,110,0.6,0.545454546,40,27,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,41
411,1,6y57235ks-l.cha,female,80,6.666666667,Gillam,SLI,251,23,34,0.43,0.44,193,35,0,3,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,42
412,1,6y57237ks-l.cha,female,83,6.916666667,Gillam,SLI,260,40,51,0.433,0.789473684,208,43,1,5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,39
413,1,7y41699il-l.cha,male,92,7.666666667,Gillam,SLI,487,45,6,0.395,0.303571429,385,46,2,11,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22
414,1,7y46760nj-l.cha,male,94,7.833333333,Gillam,SLI,296,26,0,0.479,0.484848485,265,36,1,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35
415,1,7y46918ca-l.cha,female,91,7.583333333,Gillam,SLI,196,29,0,0.466,0.727272727,174,31,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,7
416,1,7y54918co-l.cha,female,91,7.583333333,Gillam,SLI,196,28,0,0.474,0.666666667,171,31,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,14
417,1,7y54939co-l.cha,male,86,7.166666667,Gillam,SLI,249,39,33,0.404,0.178571429,218,37,0,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
418,1,7y54960pa-l.cha,male,89,7.416666667,Gillam,SLI,126,27,124,0.518,0.411764706,85,31,0,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,21
419,1,7y55637co-l.cha,male,94,7.833333333,Gillam,SLI,387,53,97,0.337,0.939393939,297,44,0,4,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,29
420,1,7y55695il-l.cha,male,94,7.833333333,Gillam,SLI,154,22,14,0.558,0.5,138,34,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,21
421,1,7y55699il-l.cha,female,95,7.916666667,Gillam,SLI,303,44,77,0.418,0.258064516,239,42,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,12
422,1,8y39061wy-l.cha,male,106,8.833333333,Gillam,SLI,243,35,9,0.425,0.8,186,35,3,3,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,15
423,1,8y41768ct-l.cha,female,104,8.666666667,Gillam,SLI,289,40,24,0.422,1,249,42,1,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,27
424,1,8y46895ca-l.cha,male,101,8.416666667,Gillam,SLI,245,39,64,0.459,0.576923077,159,39,1,3,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,61
425,1,8y54428pa-l.cha,female,102,8.5,Gillam,SLI,361,48,28,0.416,0.828571429,305,40,1,6,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,42
426,1,8y54840ma-l.cha,female,97,8.083333333,Gillam,SLI,444,57,5,0.317,0.16,404,48,2,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,25
427,1,8y54850nj-l.cha,female,100,8.333333333,Gillam,SLI,268,40,12,0.455,0.117647059,233,47,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18
428,1,8y55639co-l.cha,male,97,8.083333333,Gillam,SLI,269,37,42,0.454,0.454545455,207,38,0,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,37
429,1,8y55647co-l.cha,male,102,8.5,Gillam,SLI,359,39,22,0.378,0.244444444,299,47,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,10
430,1,8y55693il-l.cha,female,99,8.25,Gillam,SLI,87,17,101,0.651,1,63,28,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,23
431,1,9y46892ca-l.cha,male,111,9.25,Gillam,SLI,535,70,7,0.324,0.535714286,497,51,0,6,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
432,1,9y46907ca-l.cha,male,117,9.75,Gillam,SLI,311,26,0,0.409,0.76,215,32,1,10,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,33
433,1,9y46909ca-l.cha,male,117,9.75,Gillam,SLI,713,132,621,0.28,2.269230769,593,37,0,23,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,14
434,1,9y54426pa-l.cha,male,114,9.5,Gillam,SLI,114,25,63,0.578,0.333333333,102,25,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,24
435,1,9y54457pa-l.cha,male,117,9.75,Gillam,SLI,205,26,2,0.469,0.4375,177,34,1,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,23
436,1,9y54460pa-l.cha,male,117,9.75,Gillam,SLI,126,18,44,0.534,0.176470588,118,26,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
437,1,9y54499pa-l.cha,female,118,9.833333333,Gillam,SLI,302,32,0,0.409,0.210526316,274,41,1,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,24
438,1,9y54501pa-l.cha,female,110,9.166666667,Gillam,SLI,1439,145,1,0.23,0.304568528,1234,54,4,19,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
439,1,9y54504pa-l.cha,male,112,9.333333333,Gillam,SLI,358,33,2,0.438,0.277777778,313,45,1,2,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,51
440,1,9y54839ma-l.cha,male,118,9.833333333,Gillam,SLI,148,27,34,0.484,0.111111111,128,26,0,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20
441,1,9y54938co-l.cha,female,113,9.416666667,Gillam,SLI,336,35,21,0.409,0.369565217,291,38,0,4,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20
442,1,9y54940co-l.cha,female,115,9.583333333,Gillam,SLI,396,49,18,0.407,0.210526316,324,45,0,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20
443,1,9y55636co-l.cha,male,116,9.666666667,Gillam,SLI,583,47,1,0.372,0.387096774,419,45,2,6,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,16
444,1,9y55641co-l.cha,female,111,9.25,Gillam,SLI,284,34,1,0.453,0.28125,265,37,1,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,28
445,1,9y55643co-l.cha,female,111,9.25,Gillam,SLI,329,43,25,0.384,0.289473684,305,38,1,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,30
446,1,9y55648co-l.cha,female,110,9.166666667,Gillam,SLI,395,44,14,0.367,0.372093023,349,44,2,2,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,43
447,1,9y55698il-l.cha,male,109,9.083333333,Gillam,SLI,393,59,89,0.342,0.365853659,342,42,1,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,10
448,1,9y55700il-l.cha,male,115,9.583333333,Gillam,SLI,321,39,17,0.43,0.279069767,298,40,1,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,70
449,1,9y55709sc-l.cha,male,111,9.25,Gillam,SLI,222,27,16,0.455,0.36,200,39,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,15
450,1,9y55715tx-l.cha,male,119,9.916666667,Gillam,SLI,346,40,0,0.417,0.315789474,309,43,1,1,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,28
451,1,9y55717tx-l.cha,male,113,9.416666667,Gillam,SLI,304,32,0,0.424,0.363636364,278,36,0,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,67
452,1,9y55719tx-l.cha,female,111,9.25,Gillam,SLI,284,27,0,0.426,0.404761905,265,43,1,2,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,29
453,1,9y55733fl.cha,female,108,9,Gillam,SLI,307,45,36,0.342,0.56,272,31,0,3,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,42
454,1,9y55735fl.cha,female,116,9.666666667,Gillam,SLI,325,51,53,0.397,2.625,305,38,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,19
455,1,a-1-01pre.cha,male,70,5.833333333,Gillam,SLI,66,18,80,0.481,14,54,14,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,28
456,1,a-1-07.cha,male,98,8.166666667,Gillam,SLI,250,40,13,0.464,1.1875,222,37,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,15
457,1,a-1-08.cha,male,75,6.25,Gillam,SLI,306,63,269,0.405,1.6875,264,38,0,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,16
458,1,a-1-09.cha,male,74,6.166666667,Gillam,SLI,119,33,89,0.432,1.777777778,125,27,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,21
459,1,a-1-12.cha,male,81,6.75,Gillam,SLI,92,17,37,0.538,0.3,78,22,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,21
460,1,a-1-13pre.cha,female,79,6.583333333,Gillam,SLI,81,21,48,0.553,0.333333333,76,30,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,13
461,1,a-1-14.cha,male,95,7.916666667,Gillam,SLI,266,28,0,0.369,0.5,217,36,3,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,31
462,1,a-1-18.cha,male,86,7.166666667,Gillam,SLI,126,17,0,0.602,0.916666667,108,33,0,2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,4
463,1,a-1-20pre.cha,male,68,5.666666667,Gillam,SLI,151,21,13,0.432,4.333333333,139,34,0,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,30
464,1,a-1-25pre.cha,female,80,6.666666667,Gillam,SLI,160,25,4,0.48,0.833333333,148,26,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,27
465,1,a-1-28.cha,male,93,7.75,Gillam,SLI,270,38,11,0.416,0.464285714,214,44,1,3,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,31
466,1,a-1-30.cha,male,102,8.5,Gillam,SLI,306,27,0,0.412,0.833333333,221,40,1,2,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,19
467,1,a-1-33.cha,male,77,6.416666667,Gillam,SLI,212,34,1,0.409,2.25,171,31,0,6,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,41
468,1,a-1-35.cha,male,92,7.666666667,Gillam,SLI,412,58,11,0.326,1.0625,359,42,5,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,33
469,1,a-1-36.cha,male,83,6.916666667,Gillam,SLI,286,35,0,0.438,0.696969697,185,39,0,5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,14
470,1,a-1-38.cha,male,89,7.416666667,Gillam,SLI,184,26,8,0.387,1.125,160,33,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,47
471,1,a-1-42.cha,male,81,6.75,Gillam,SLI,48,9,29,0.636,1.333333333,44,18,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
472,1,a-1-50pre.cha,female,77,6.416666667,Gillam,SLI,96,16,11,0.587,6.5,80,22,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,57
473,1,a-1-54.cha,female,91,7.583333333,Gillam,SLI,204,29,12,0.465,0.36,157,33,0,1,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,25
474,1,a-1-55.cha,male,85,7.083333333,Gillam,SLI,90,15,20,0.636,0.090909091,77,26,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,15
475,1,a-1-56.cha,female,96,8,Gillam,SLI,338,33,9,0.446,1,224,44,0,5,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,24
476,1,a-1-58.cha,female,98,8.166666667,Gillam,SLI,110,21,29,0.529,0.266666667,104,18,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
477,1,a-1-68.cha,female,75,6.25,Gillam,SLI,121,17,23,0.495,0.545454546,107,25,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,33
478,1,a-1-68pre.cha,female,70,5.833333333,Gillam,SLI,168,26,33,0.489,1.153846154,141,30,0,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,65
479,1,a-2-01.cha,male,88,7.333333333,Gillam,SLI,30,7,75,0.563,4,32,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
480,1,a-2-03.cha,male,83,6.916666667,Gillam,SLI,123,22,46,0.476,2.5,105,30,1,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,34
481,1,a-2-04.cha,male,83,6.916666667,Gillam,SLI,85,13,40,0.583,2,72,24,0,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22
482,1,a-2-07pre.cha,female,78,6.5,Gillam,SLI,84,12,0,0.459,1.4,74,20,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,16
483,1,a-2-09pre.cha,female,82,6.833333333,Gillam,SLI,162,20,19,0.486,0.411764706,146,25,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,23
484,1,a-2-10.cha,,92,7.666666667,Gillam,SLI,279,34,2,0.36,0.371428571,258,33,1,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,14
485,1,a-2-12.cha,female,94,7.833333333,Gillam,SLI,289,38,26,0.439,0.695652174,246,44,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18
486,1,a-2-13.cha,male,82,6.833333333,Gillam,SLI,212,28,0,0.508,0.588235294,185,33,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
487,1,a-2-15.cha,male,99,8.25,Gillam,SLI,104,24,37,0.604,1.8,106,34,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,26
488,1,a-2-16.cha,female,87,7.25,Gillam,SLI,307,52,12,0.396,1.277777778,275,46,1,1,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,30
489,1,a-2-19.cha,female,85,7.083333333,Gillam,SLI,224,37,7,0.44,0.32,175,35,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11
490,1,a-2-20.cha,male,81,6.75,Gillam,SLI,160,22,24,0.545,0.80952381,132,31,0,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,14
491,1,a-2-25.cha,female,93,7.75,Gillam,SLI,217,26,0,0.474,1.230769231,196,36,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,13
492,1,a-2-28.cha,female,93,7.75,Gillam,SLI,131,19,19,0.559,0.461538462,118,31,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11
493,1,a-2-29pre.cha,female,79,6.583333333,Gillam,SLI,148,19,11,0.556,1,117,31,0,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
494,1,a-2-30.cha,female,99,8.25,Gillam,SLI,439,57,11,0.378,0.47826087,370,48,0,5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,23
495,1,a-2-33.cha,male,75,6.25,Gillam,SLI,181,32,51,0.432,0.260869565,176,26,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,25
496,1,a-2-37.cha,female,94,7.833333333,Gillam,SLI,86,14,12,0.727,0.166666667,77,26,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,13
497,1,a-2-39.cha,female,103,8.583333333,Gillam,SLI,377,34,0,0.326,0.465116279,325,45,0,5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20
498,1,a-2-44.cha,male,106,8.833333333,Gillam,SLI,92,17,35,0.606,0.285714286,94,26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11
499,1,a-2-49.cha,male,106,8.833333333,Gillam,SLI,175,29,3,0.465,0.571428571,170,30,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1
500,1,a-2-52.cha,male,97,8.083333333,Gillam,SLI,504,73,22,0.299,0.545454546,432,50,2,10,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,6
501,1,a-2-54.cha,female,103,8.583333333,Gillam,SLI,144,23,30,0.561,0.3,98,21,0,0,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,5
502,1,a-2-56.cha,male,91,7.583333333,Gillam,SLI,179,29,5,0.516,0.7,153,31,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,32
503,1,a-2-57.cha,male,99,8.25,Gillam,SLI,212,31,32,0.429,0.2,196,33,2,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,7
504,1,a-2-59.cha,male,93,7.75,Gillam,SLI,244,30,0,0.419,0.166666667,222,32,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,18
505,1,a-2-60.cha,male,98,8.166666667,Gillam,SLI,85,15,30,0.598,0.25,87,26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,3
506,1,a-2-61pre.cha,female,74,6.166666667,Gillam,SLI,423,64,34,0.31,2.5,323,37,2,9,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,16
507,1,a-2-62.cha,male,94,7.833333333,Gillam,SLI,633,79,57,0.309,0.803921569,559,49,0,14,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,6
508,1,a-2-64.cha,male,86,7.166666667,Gillam,SLI,220,30,4,0.478,0.357142857,209,33,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,21
509,1,a-2-67.cha,male,82,6.833333333,Gillam,SLI,177,28,11,0.494,0.363636364,156,30,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,8
510,1,a-2-68.cha,male,104,8.666666667,Gillam,SLI,214,25,0,0.5,0.5,176,34,1,3,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
511,1,a-3-01.cha,male,72,6,Gillam,SLI,66,16,114,0.333,11,66,18,1,2,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,24
512,1,a-3-02.cha,female,84,7,Gillam,SLI,114,22,14,0.5,0.444444444,106,27,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,9
513,1,a-3-04.cha,male,98,8.166666667,Gillam,SLI,107,17,46,0.564,1.333333333,94,27,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
514,1,a-3-06.cha,male,79,6.583333333,Gillam,SLI,342,36,16,0.385,0.80952381,265,45,0,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,10
515,1,a-3-07.cha,male,86,7.166666667,Gillam,SLI,214,32,10,0.45,0.636363636,180,37,1,4,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,14
516,1,a-3-08.cha,female,88,7.333333333,Gillam,SLI,314,39,0,0.439,0.952380952,228,42,1,1,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,8
517,1,a-3-10.cha,female,93,7.75,Gillam,SLI,183,25,5,0.415,0.346153846,159,27,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,13
518,1,a-3-11.cha,female,89,7.416666667,Gillam,SLI,135,18,5,0.549,2.333333333,82,21,0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3
519,1,a-3-12pre.cha,female,81,6.75,Gillam,SLI,263,22,26,0.395,0.416666667,185,35,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,2
520,1,a-3-13.cha,male,93,7.75,Gillam,SLI,307,34,0,0.433,1,261,44,1,1,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,5
521,1,a-3-14.cha,male,87,7.25,Gillam,SLI,155,21,20,0.47,0.461538462,132,28,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5
522,1,a-3-15.cha,male,93,7.75,Gillam,SLI,294,38,1,0.454,0.444444444,271,50,0,2,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,2
523,1,a-3-20.cha,female,94,7.833333333,Gillam,SLI,253,32,22,0.431,0.652173913,225,40,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9
